rank,sitc4,product,value,delta,year
449,9406,Prefabricated buildings,1.97868,0,1995
450,0210,Preserved meat,1.97277,0,1995
451,9508,"Merry-go-rounds, boat-swings, shooting galleries and other fairground amusements",1.96997,0,1995
452,7210,"Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m",1.9692,0,1995
453,3003,"Medicaments, not packaged",1.96615,0,1995
454,7001,Cullet and other scraps of glass,1.96299,0,1995
455,3005,"Wadding, gauze and bandages",1.96015,0,1995
456,2827,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides",1.95623,0,1995
457,9405,Lamps and lighting fittings,1.95233,0,1995
458,7606,"Aluminum plates, sheets and strip > 0.2 mm",1.95233,0,1995
459,3402,Cleaning products,1.95165,0,1995
460,4702,"Chemical woodpulp, dissolving grade",1.94806,0,1995
461,2942,Other organic compounds,1.94396,0,1995
462,8532,Electrical capacitors,1.92389,0,1995
463,8604,Railway or tramway maintenance or service vehicles,1.92323,0,1995
464,1210,"Hop cones, powdered or pelleted",1.91066,0,1995
465,8453,"Machinery for preparing, tanning or working hides, skins or leather",1.89669,0,1995
466,4416,"Casks, barrels, vats, tubs of wood",1.87812,0,1995
467,7105,Natural or synthetic precious stone dust or powder,1.87651,0,1995
468,6808,"Vegetable fiber used for panels, boards, tiles, blocks",1.86779,0,1995
469,4814,Wallpaper,1.86389,0,1995
470,8103,Tantalum,1.86174,0,1995
471,2703,Peat,1.85571,0,1995
472,9201,Pianos,1.85233,0,1995
473,0405,Butter,1.85148,0,1995
474,8706,Vehicle chassis fitted with engines,1.85054,0,1995
475,7306,Other tubes and pipes of iron or steel,1.83116,0,1995
476,1002,Rye,1.83075,0,1995
477,7610,"Aluminum structures (bridges, towers etc)",1.82992,0,1995
478,4910,Calendars,1.8297,0,1995
479,2917,Polycarboxylic acids,1.82702,0,1995
480,3507,Enzymes,1.82245,0,1995
481,3405,Polishes and creams,1.81853,0,1995
482,5006,Silk yarn for retail sale,1.81624,0,1995
483,7013,Glassware for interior decorative use,1.80838,0,1995
484,3304,Beauty or make-up preparations,1.80459,0,1995
485,8310,"Sign plates, name plates, address plates and similar plates",1.7971,0,1995
486,8432,"Agricultural, forestry machinery for soil preparation",1.79588,0,1995
487,8531,Electric sound or visual signaling apparatus,1.7949,0,1995
488,8303,"Armored or reinforced safes, strong-boxes",1.79377,0,1995
489,8473,Parts and accessories for office machines,1.79226,0,1995
490,9209,Parts and accessories of musical instruments,1.78071,0,1995
491,4011,"New pneumatic tires, of rubber",1.77711,0,1995
492,2932,Heterocyclic compounds with oxygen hetero-atom(s) only,1.77171,0,1995
493,7222,Other bars and rods of stainless steel,1.76857,0,1995
494,8304,Desk-top filing or card-index cabinets and parts thereof,1.76667,0,1995
495,2206,"Fermented beverages (cider, perry, mead, etc)",1.76144,0,1995
496,8543,Electrical machines and apparatus with individual functions not elsewhere specified,1.75822,0,1995
497,4804,Uncoated kraft paper and paperboard,1.75322,0,1995
498,6810,Cement articles,1.73769,0,1995
499,3819,"Hydraulic brake, transmission fluid <70% petroleum oi",1.73728,0,1995
500,2706,Tar distilled from coal,1.73397,0,1995
501,0401,Milk and cream,1.73103,0,1995
502,1107,"Malt, not roasted",1.72989,0,1995
503,5904,Linoleum,1.72978,0,1995
504,5903,Textile fabrics impregnated with plastics,1.72487,0,1995
505,1901,Malt extract,1.72402,0,1995
506,2941,Antibiotics,1.72367,0,1995
507,2819,Chromium oxides and hydroxides,1.71502,0,1995
508,7907,Other articles of zinc,1.71028,0,1995
509,8542,Electronic integrated circuits,1.70806,0,1995
510,2903,Halogenated derivatives of hydrocarbons,1.70475,0,1995
511,4704,"Chemical woodpulp, sulfite, not dissolving grade",1.6891,0,1995
512,7109,Gold clad metals,1.68876,0,1995
513,5112,Woven fabrics of combed wool or combed fine animal hair,1.68463,0,1995
514,5806,Narrow woven fabrics,1.67594,0,1995
515,2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium",1.66864,0,1995
516,4410,Particle board,1.66534,0,1995
517,3913,Natural polymers,1.65739,0,1995
518,8415,Air conditioners,1.65517,0,1995
519,8104,Magnesium,1.6542,0,1995
520,3209,"Paints and varnishes, aqueous",1.65275,0,1995
521,8214,Other cutlery,1.643,0,1995
522,4014,Hygienic or pharmaceutical articles of vulcanized rubber,1.63887,0,1995
523,5309,Woven fabrics of flax,1.63258,0,1995
524,6813,Friction material and articles thereof,1.62693,0,1995
525,3901,"Polymers of ethylene, in primary forms",1.62479,0,1995
526,2201,Waters natural,1.62409,0,1995
527,2105,Ice cream,1.61182,0,1995
528,0103,Swine,1.60086,0,1995
529,2004,"Other vegetables, prepared or preserved",1.5963,0,1995
530,8003,"Tin bars, rods, profiles and wire",1.58901,0,1995
531,7503,Nickel waste and scrap,1.58841,0,1995
532,8309,"Stoppers, caps and lids",1.58679,0,1995
533,2849,Carbides,1.57821,0,1995
534,8437,"Machines for cleaning, sorting or grading seed; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables",1.57551,0,1995
535,8452,Sewing machines,1.57418,0,1995
536,0207,Poultry,1.57252,0,1995
537,2806,Hydrogen chloride (Hydrochloric acid); chlorosulfuric acid,1.56893,0,1995
538,9703,Original sculptures and statuary,1.55732,0,1995
539,3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",1.55185,0,1995
540,2904,"Sulfonated, nitrated or nitrosated derivatives of hydrocarbons",1.54616,0,1995
541,7216,"Angles, shapes and sections of iron or nonalloy steel",1.54596,0,1995
542,5113,Woven fabrics of coarse animal hair or of horsehair,1.5452,0,1995
543,2830,Sulfides; polysulfides,1.54453,0,1995
544,2619,"Slag, dross, other than granulated slag",1.54082,0,1995
545,2848,Phosphides,1.53282,0,1995
546,6814,Mica articles,1.53245,0,1995
547,7414,Endless bands of copper wire for machinery,1.53094,0,1995
548,1004,Oats,1.5295,0,1995
549,9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war",1.51881,0,1995
550,7324,Sanitary ware and parts of iron or steel,1.51521,0,1995
551,3406,Candles,1.5147,0,1995
552,7409,"Copper plates, sheets and strip > 0.15 mm",1.50983,0,1995
553,5401,Sewing thread of man-made filaments,1.50936,0,1995
554,7215,Other bars and rods of iron or nonalloy steel,1.50504,0,1995
555,2526,Natural steatite,1.50503,0,1995
556,7407,"Copper bars, rods and profiles",1.49904,0,1995
557,2519,Natural magnesium carbonate,1.49421,0,1995
558,7309,"Tanks etc, over 300 liter capacity, iron or steel",1.49348,0,1995
559,7302,Railway or tramway track construction material of iron or steel,1.49121,0,1995
560,7209,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp",1.47866,0,1995
561,2521,Limestone,1.47839,0,1995
562,5604,Rubber textiles,1.47581,0,1995
563,8211,"Sets of different knives, cutlery sets",1.4753,0,1995
564,1601,Sausages,1.47427,0,1995
565,8606,"Railway freight cars, not self-propelled",1.47091,0,1995
566,2922,Oxygen-function amino-compounds,1.46681,0,1995
567,4012,Retreaded or used pneumatic tires of rubber,1.45584,0,1995
568,7325,Other cast articles of iron or steel,1.44772,0,1995
569,3817,Mixed alkylbenzenes and mixed alkylnaphthalenes,1.43488,0,1995
570,4808,"Paper and paperboard, corrugated",1.42759,0,1995
571,0706,"Carrots, turnips and beets",1.4227,0,1995
572,8907,"Other floating structures (for example, rafts, tanks, buoys and beacons)",1.42084,0,1995
573,5503,Synthetic staple fibers,1.4206,0,1995
574,2846,"Compounds, inorganic or organic, of rare-earth metals",1.41685,0,1995
575,8308,"Clasps, frames with clasps, buckles, hooks, and the like of base metal used for clothing, footwear, awnings, handbags",1.41191,0,1995
576,3503,Gelatin,1.40768,0,1995
577,2403,Cigarettes,1.40745,0,1995
578,8108,Titanium,1.39875,0,1995
579,7303,"Tubes, pipes and hollow profiles, of cast iron",1.38536,0,1995
580,7413,"Stranded wire, cables and similar articles of copper",1.36515,0,1995
581,8533,Electrical resistors,1.36328,0,1995
582,5803,Gauze,1.3624,0,1995
583,1003,Barley,1.36171,0,1995
584,7406,Copper powders and flakes,1.35797,0,1995
585,0402,"Milk and cream, concentrated",1.35754,0,1995
586,2835,Phosphinates and phosphonates,1.35221,0,1995
587,5512,Woven fabrics of > 85% synthetic staple fibers,1.35076,0,1995
588,2801,"Fluorine, chlorine, bromine and iodine",1.35013,0,1995
589,7903,"Zinc dust, powders and flakes",1.34899,0,1995
590,8006,Tin pipes or tubes and pipe fittings,1.344,0,1995
591,6308,Needlecraft sets of woven fabric & yarn,1.34238,0,1995
592,9111,Watch cases and parts,1.34209,0,1995
593,9004,"Spectacles, goggles, corrective, protective",1.34135,0,1995
594,0102,Bovines,1.33546,0,1995
595,2826,"Fluorides; fluorosilicates, fluoroaluminates",1.33324,0,1995
596,4006,Other forms of unvulcanized rubber,1.33271,0,1995
597,8804,Parachutes,1.32869,0,1995
598,8540,"Thermionic, cold cathode or photocathode tubes",1.32347,0,1995
599,4301,Other raw furskins,1.31452,0,1995
600,7005,Float glass,1.3135,0,1995
601,4807,Composite paper and paperboard,1.30707,0,1995
602,2845,Isotopes not elsewhere specified,1.30103,0,1995
603,4411,Fiberboard of wood,1.29898,0,1995
604,7419,Other articles of copper,1.29829,0,1995
605,8007,Other articles of tin,1.29774,0,1995
606,3923,Packing of goods,1.29372,0,1995
607,7417,Copper cooking products,1.28634,0,1995
608,8521,Video recording apparatus,1.28039,0,1995
609,0403,Fermented milk and cream products,1.27575,0,1995
610,5301,"Flax fibre, raw or processed",1.2751,0,1995
611,4903,"Children's picture, drawing or coloring books",1.26645,0,1995
612,9612,Typewriter or similar ribbons,1.26584,0,1995
613,1205,Rape or colza seeds,1.26474,0,1995
614,7613,Aluminum containers for compressed or liquefied gas,1.25399,0,1995
615,5402,Synthetic filament yarn,1.24837,0,1995
616,8418,"Refrigerators, freezers",1.24554,0,1995
617,3808,"Insecticides, rodenticides, fungicides, herbicides",1.23706,0,1995
618,2902,Cyclic hydrocarbons,1.22965,0,1995
619,8504,Electrical transformers,1.21484,0,1995
620,7604,"Aluminum bars, rods and profiles",1.21448,0,1995
621,3805,"Gum, wood or sulfate turpentine",1.21156,0,1995
622,9009,Electrostatic photo-copyers,1.19997,0,1995
623,1502,"Bovine, sheep and goat fats",1.19496,0,1995
624,0105,Fowls (< 185 grams),1.18671,0,1995
625,9207,Musical instruments amplified electrically,1.18254,0,1995
626,5510,Yarn of artificial staple fibers,1.18214,0,1995
627,0205,"Horse, ass, mule or hinny meat",1.1794,0,1995
628,8602,Other rail locomotives; locomotive tenders,1.1746,0,1995
629,6002,"Knit or crochet fabric, width <30 cm >5% elastomer",1.16807,0,1995
630,3202,Synthetic organic tanning substances,1.16624,0,1995
631,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",1.15722,0,1995
632,5507,"Artificial staple fibers, processed",1.15574,0,1995
633,4703,"Chemical woodpulp, soda or sulfate, not dissolving grade",1.15532,0,1995
634,2514,Slate,1.15337,0,1995
635,8528,Monitors and projectors; reception apparatus for television,1.14639,0,1995
636,5302,Hemp fiber,1.1421,0,1995
637,1905,"Bread, pastry, cakes, biscuits and other baked goods",1.13868,0,1995
638,5403,Artificial filament yarn,1.13718,0,1995
639,2807,Sulfuric acid; oleum,1.13623,0,1995
640,2705,"Coal gas, water gas, not petroleum gases",1.13516,0,1995
641,8523,"Storage devices, smart cards, discs, tapes etc",1.13488,0,1995
642,2309,Preparations of a kind used in animal feeding,1.12746,0,1995
643,3305,Hair products,1.12483,0,1995
644,9618,Mannequins,1.12408,0,1995
645,2518,Dolomite not calcined,1.12304,0,1995
646,2824,Lead oxides,1.12011,0,1995
647,7301,Sheet piling of iron or steel,1.11831,0,1995
648,5110,Yarn of coarse animal hair or of horsehair,1.11544,0,1995
649,1213,Cereal straw & husks,1.11141,0,1995
650,5107,"Yarn of combed wool, not for retail sale",1.10665,0,1995
651,2803,"Carbon, nesoi",1.10498,0,1995
652,8411,"Turbojets, turbo propellers and other gas turbines",1.10451,0,1995
653,2815,Sodium hydroxide; potassium hydroxide; peroxides of sodium or potassium,1.10031,0,1995
654,8470,"Calculating machines, cash registers",1.09689,0,1995
655,2621,"Other slag and ash, including seaweed ash (kelp)",1.09245,0,1995
656,2822,Cobalt oxides and hydroxides,1.08419,0,1995
657,4909,Printed or illustrated postcards,1.08092,0,1995
658,9102,Wrist watches and pocket watches,1.08074,0,1995
659,2825,"Hydrazine and hydroxylamine, inorganic salts",1.07754,0,1995
660,4415,"Packing cases, boxes, crates, drums of wood",1.06701,0,1995
661,3806,Rosin and resin acids,1.06474,0,1995
662,3303,Perfumes and toilet waters,1.06221,0,1995
663,7003,"Glass, cast or rolled",1.0611,0,1995
664,2525,Mica,1.06043,0,1995
665,9301,"Military weapons, other than revolvers, pistols",1.06028,0,1995
666,5306,Flax yarn,1.0599,0,1995
667,0206,Edible offal of animals,1.05756,0,1995
668,8210,"Hand-operated appliances, food preparation, <10kg",1.05669,0,1995
669,8212,"Razors including safety razors, open blade razors",1.05395,0,1995
670,9015,"Surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances",1.04725,0,1995
671,4707,Recovered paper and paperboard,1.0415,0,1995
672,4803,"Toilet etc household, sanitary stock",1.03388,0,1995
673,0201,Bovine meat,1.03227,0,1995
674,7115,Other articles of precious metals,1.02504,0,1995
675,8702,Motor vehicles for the transport of > 10 persons,1.02299,0,1995
676,0808,Apples,1.02143,0,1995
677,3210,Other paints and varnishes,1.02083,0,1995
678,7208,"Hot rolled iron or non-alloy steel, coil,w >600mm, t >10mm, myp 355 mpa",1.01972,0,1995
679,4110,Waste of leather,1.01877,0,1995
680,2512,Siliceous fossil meals and earths,1.01535,0,1995
681,8539,Electrical filament,1.01379,0,1995
682,7110,Platinum,1.01083,0,1995
683,8905,Floating or submersible drilling platforms,1.00805,0,1995
684,7016,"Glass paving blocks, slabs, bricks, squares, tiles or other molded products",1.00433,0,1995
685,5108,"Yarn of animal hair, not for retail sale",1.00194,0,1995
686,4819,"Cartons, boxes, cases, bags and other packing containers of paper",0.99925,0,1995
687,0101,Horses,0.995722,0,1995
688,2505,Natural sands,0.986783,0,1995
689,7118,Coin,0.986191,0,1995
690,3802,Activated carbon,0.98252,0,1995
691,8518,Microphones; loudspeakers; headphones,0.982442,0,1995
692,7310,"Tanks and similar containers, of iron or steel, not exceeding 300 liters",0.981055,0,1995
693,7502,Nickel unwrought,0.975689,0,1995
694,7004,"Glass, drawn or blown",0.97371,0,1995
695,2509,Chalk,0.964413,0,1995
696,6506,Other headgear,0.961225,0,1995
697,6507,Headbands,0.960042,0,1995
698,9501,"Rideable wheeled toys, dolls carriages",0.951264,0,1995
699,5501,Synthetic filament tow,0.948224,0,1995
700,2713,Petroleum coke,0.947696,0,1995
701,2517,"Pebbles, gravel, broken & crushed stone for aggregate",0.947079,0,1995
702,2716,Electrical energy,0.946634,0,1995
703,6217,"Clothing accessories not elsewhere specified, not knit",0.945547,0,1995
704,5505,Waste of man-made fibers,0.942798,0,1995
705,6905,"Roofing tiles, chimney pots or other architectural ceramic ornaments",0.939954,0,1995
706,7316,"Anchors, grapnels and parts thereof, of iron or steel",0.932644,0,1995
707,9403,Other furniture and parts thereof,0.930729,0,1995
708,2704,"Coke etc of coal, lignite or peat, retort carbon",0.922888,0,1995
709,6602,Walking sticks,0.911588,0,1995
710,1204,Linseed,0.90673,0,1995
711,9617,Vacuum flasks and other vacuum vessels,0.906193,0,1995
712,8714,"Parts and accessories of motorcycles, bicycles or carriages",0.898811,0,1995
713,7405,Master alloys of copper,0.894526,0,1995
714,9005,"Binoculars, monoculars, other optical telescopes, and mountings",0.889649,0,1995
715,8520,Dictating machine,0.886548,0,1995
716,9404,Mattress supports; articles of bedding,0.886163,0,1995
717,3104,"Mineral or chemical fertilizers, potassic",0.884852,0,1995
718,5106,"Yarn of carded wool, not for retail sale",0.880068,0,1995
719,5109,"Yarn of wool or animal hair, for retail sale",0.875877,0,1995
720,5601,Wadding of textile materials,0.874651,0,1995
